2026-02-07 06:42:53 | INFO     | phase0 | [tracking] Registered run: experiment=exp10_direction_ar run_id=20260207_064253 git=a1a1bc2 out=outputs/tier3/exp10_direction_ar/20260207_064253
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=6367-65536-0018 k=2: mel_dist=0.0726
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=6367-65536-0018 k=4: mel_dist=0.1935
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=6367-65536-0018 k=8: mel_dist=0.1902
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=7113-86041-0041 k=1: mel_dist=0.0899
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=7113-86041-0041 k=2: mel_dist=0.2071
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=7113-86041-0041 k=4: mel_dist=0.2860
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Audio utt=7113-86041-0041 k=8: mel_dist=0.4854
2026-02-07 06:50:15 | INFO     | phase0 | [exp10] Summary:
      condition  dir_top1_acc  dir_top5_acc   dir_ce  mag_nll  total_nll    strategy  k_max      n  mean_dir_acc  mean_state_err  mean_direction_cosine  final_dir_acc  final_state_err  mel_distance_mean  mel_distance_std  n_audio
 teacher_forced         0.154        0.4356 3.566788 0.396638   3.963426         NaN    NaN    NaN           NaN             NaN                    NaN            NaN              NaN                NaN               NaN      NaN
      argmax_k1           NaN           NaN      NaN      NaN        NaN      argmax    1.0  100.0      0.120000        0.789150               0.654067           0.12         0.789150                NaN               NaN      NaN
      argmax_k2           NaN           NaN      NaN      NaN        NaN      argmax    2.0  200.0      0.175000        0.903060               0.639674           0.23         1.050557                NaN               NaN      NaN
      argmax_k4           NaN           NaN      NaN      NaN        NaN      argmax    4.0  400.0      0.102500        1.235434               0.371863           0.02         1.610240                NaN               NaN      NaN
      argmax_k8           NaN           NaN      NaN      NaN        NaN      argmax    8.0  800.0      0.053750        1.423547               0.194602           0.03         1.667422                NaN               NaN      NaN
     argmax_k16           NaN           NaN      NaN      NaN        NaN      argmax   16.0 1600.0      0.037500     2419.810751               0.095306           0.03      4727.198152                NaN               NaN      NaN
 categorical_k1           NaN           NaN      NaN      NaN        NaN categorical    1.0  100.0      0.080000        0.886530               0.557570           0.08         0.886530                NaN               NaN      NaN
 categorical_k2           NaN           NaN      NaN      NaN        NaN categorical    2.0  200.0      0.060000        1.076763               0.490362           0.07         1.300841                NaN               NaN      NaN
 categorical_k4           NaN           NaN      NaN      NaN        NaN categorical    4.0  400.0      0.040000        2.922254               0.265325           0.00         7.460256                NaN               NaN      NaN
 categorical_k8           NaN           NaN      NaN      NaN        NaN categorical    8.0  800.0      0.031250     6886.752318               0.146141           0.00     26320.664085                NaN               NaN      NaN
categorical_k16           NaN           NaN      NaN      NaN        NaN categorical   16.0 1600.0      0.018125    28905.510976               0.078763           0.01     57462.775773                NaN               NaN      NaN
       top_p_k1           NaN           NaN      NaN      NaN        NaN       top_p    1.0  100.0      0.090000        0.903550               0.510235           0.09         0.903550                NaN               NaN      NaN
       top_p_k2           NaN           NaN      NaN      NaN        NaN       top_p    2.0  200.0      0.065000        1.128961               0.488437           0.05         1.302806                NaN               NaN      NaN
       top_p_k4           NaN           NaN      NaN      NaN        NaN       top_p    4.0  400.0      0.035000      411.972468               0.312418           0.03      1643.840247                NaN               NaN      NaN
       top_p_k8           NaN           NaN      NaN      NaN        NaN       top_p    8.0  800.0      0.027500     1988.649842               0.144053           0.00      4343.905126                NaN               NaN      NaN
      top_p_k16           NaN           NaN      NaN      NaN        NaN       top_p   16.0 1600.0      0.017500    21138.510359               0.106596           0.01     55658.044463                NaN               NaN      NaN
       audio_k1           NaN           NaN      NaN      NaN        NaN         NaN    NaN    NaN           NaN             NaN                    NaN            NaN              NaN           0.056765          0.036507     10.0
       audio_k2           NaN           NaN      NaN      NaN        NaN         NaN    NaN    NaN           NaN             NaN                    NaN            NaN              NaN           0.162585          0.135128     10.0
       audio_k4           NaN           NaN      NaN      NaN        NaN         NaN    NaN    NaN           NaN             NaN                    NaN            NaN              NaN           0.359214          0.234548     10.0
       audio_k8           NaN           NaN      NaN      NaN        NaN         NaN    NaN    NaN           NaN             NaN                    NaN            NaN              NaN           0.602737          0.344908     10.0
2026-02-07 06:50:15 | INFO     | phase0 | [tracking] Finalized run: experiment=exp10_direction_ar run_id=20260207_064253 status=completed duration=442s dir_top1_acc=0.154 dir_top5_acc=0.4356 total_nll=3.9634263107299805 n_params=1577218 K=256 D=32 rollout_k4_dir_acc=0.02 rollout_k4_state_err=1.6102398572862149 audio_mel_mean=0.29532554363831875
