2026-02-08 10:32:47 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=exp9_fix_smoke git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke
2026-02-08 10:55:49 | INFO     | phase0 | [exp9] Discriminator built. Params: 7,026,184
2026-02-08 10:55:52 | INFO     | phase0 | [exp9] WavLM distillation loaded (device=cuda, layer=7)
2026-02-08 10:55:52 | INFO     | phase0 | [exp9] Benchmarking pretrained reconstruction (before training)...
2026-02-08 10:55:56 | INFO     | phase0 | [exp9] Pretrain benchmark: mimi_pretrained mel=3.7473 l1=0.0486 | vae_mu_init mel=5.2121 l1=0.0630
2026-02-08 10:55:57 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_mimi
2026-02-08 10:55:58 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_vae_mu
2026-02-08 10:55:58 | INFO     | phase0 | [exp9] Wrote pretrain audio samples (n=8) to outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_mimi and outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_vae_mu
2026-02-08 10:55:58 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-08 10:55:58 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=1.0 beta_kl=0.1 kl_norm=True lambda_adv=1.0 lambda_feat=2.0 lambda_distill=1.0 batch=4 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=1500 gan_warmup=1000 amp=True
2026-02-08 10:56:49 | INFO     | phase0 | [exp9] step=100/1500 [warmup] g=8.3609 recon=8.0532 kl=0.5677 kl_raw=908.28 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2509 d=0.0000
2026-02-08 10:57:42 | INFO     | phase0 | [exp9] step=200/1500 [warmup] g=7.6997 recon=7.3987 kl=0.5673 kl_raw=907.73 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2443 d=0.0000
2026-02-08 10:58:36 | INFO     | phase0 | [exp9] step=300/1500 [warmup] g=7.6289 recon=7.3304 kl=0.5668 kl_raw=906.93 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2418 d=0.0000
2026-02-08 10:59:29 | INFO     | phase0 | [exp9] step=400/1500 [warmup] g=7.6224 recon=7.3254 kl=0.5663 kl_raw=906.12 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2404 d=0.0000
2026-02-08 11:00:23 | INFO     | phase0 | [exp9] step=500/1500 [warmup] g=7.5638 recon=7.2677 kl=0.5657 kl_raw=905.16 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2395 d=0.0000
2026-02-08 11:01:17 | INFO     | phase0 | [exp9] step=600/1500 [warmup] g=7.3855 recon=7.0922 kl=0.5651 kl_raw=904.10 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2367 d=0.0000
2026-02-08 11:02:11 | INFO     | phase0 | [exp9] step=700/1500 [warmup] g=7.5663 recon=7.2742 kl=0.5641 kl_raw=902.56 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2357 d=0.0000
2026-02-08 11:03:05 | INFO     | phase0 | [exp9] step=800/1500 [warmup] g=7.6254 recon=7.3331 kl=0.5629 kl_raw=900.71 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2360 d=0.0000
2026-02-08 11:03:58 | INFO     | phase0 | [exp9] step=900/1500 [warmup] g=7.5464 recon=7.2551 kl=0.5618 kl_raw=898.85 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2351 d=0.0000
2026-02-08 11:04:52 | INFO     | phase0 | [exp9] step=1000/1500 [warmup] g=7.5078 recon=7.2175 kl=0.5605 kl_raw=896.81 mu_bt_std=0.000000 adv_g=0.0000 feat=0.0000 distill=0.2342 d=0.0000
2026-02-08 11:07:14 | INFO     | phase0 | [exp9] step=1100/1500 g=9.4737 recon=7.3706 kl=0.5593 kl_raw=894.85 mu_bt_std=0.000000 adv_g=1.6080 feat=0.1021 distill=0.2349 d=1.5855
2026-02-08 11:09:36 | INFO     | phase0 | [exp9] step=1200/1500 g=10.2629 recon=7.3015 kl=0.5579 kl_raw=892.61 mu_bt_std=0.000000 adv_g=1.9980 feat=0.3315 distill=0.2447 d=1.1438
2026-02-08 11:11:59 | INFO     | phase0 | [exp9] step=1300/1500 g=9.9696 recon=7.6638 kl=0.5563 kl_raw=890.12 mu_bt_std=0.000000 adv_g=1.6567 feat=0.1737 distill=0.2461 d=1.5541
2026-02-08 11:14:22 | INFO     | phase0 | [exp9] step=1400/1500 g=9.6113 recon=7.5266 kl=0.5549 kl_raw=887.87 mu_bt_std=0.000000 adv_g=1.6263 feat=0.0905 distill=0.2220 d=1.6085
2026-02-08 11:16:45 | INFO     | phase0 | [exp9] step=1500/1500 g=9.5793 recon=7.5962 kl=0.5539 kl_raw=886.26 mu_bt_std=0.000000 adv_g=1.5213 feat=0.0927 distill=0.2210 d=1.6660
2026-02-08 11:16:46 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 1500 -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/final
2026-02-08 11:16:46 | INFO     | phase0 | [exp9] Training done. Final checkpoint: outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/checkpoints/vae_gan_final.pt
2026-02-08 11:16:46 | INFO     | phase0 | [exp9] VAE-GAN training done: outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/checkpoints/vae_gan_final.pt
2026-02-08 11:16:46 | INFO     | phase0 | [exp9] Extracting VAE latents...
2026-02-08 11:16:49 | INFO     | phase0 | [exp9] 50/5000 utterances extracted
2026-02-08 11:16:51 | INFO     | phase0 | [exp9] 100/5000 utterances extracted
2026-02-08 11:16:54 | INFO     | phase0 | [exp9] 150/5000 utterances extracted
2026-02-08 11:16:56 | INFO     | phase0 | [exp9] 200/5000 utterances extracted
2026-02-08 11:16:59 | INFO     | phase0 | [exp9] 250/5000 utterances extracted
2026-02-08 11:17:01 | INFO     | phase0 | [exp9] 300/5000 utterances extracted
2026-02-08 11:17:04 | INFO     | phase0 | [exp9] 350/5000 utterances extracted
2026-02-08 11:17:06 | INFO     | phase0 | [exp9] 400/5000 utterances extracted
2026-02-08 11:17:08 | INFO     | phase0 | [exp9] 450/5000 utterances extracted
2026-02-08 11:17:10 | INFO     | phase0 | [exp9] 500/5000 utterances extracted
2026-02-08 11:17:13 | INFO     | phase0 | [exp9] 550/5000 utterances extracted
2026-02-08 11:17:15 | INFO     | phase0 | [exp9] 600/5000 utterances extracted
2026-02-08 11:17:17 | INFO     | phase0 | [exp9] 650/5000 utterances extracted
2026-02-08 11:17:19 | INFO     | phase0 | [exp9] 700/5000 utterances extracted
2026-02-08 11:17:21 | INFO     | phase0 | [exp9] 750/5000 utterances extracted
2026-02-08 11:17:24 | INFO     | phase0 | [exp9] 800/5000 utterances extracted
2026-02-08 11:17:26 | INFO     | phase0 | [exp9] 850/5000 utterances extracted
2026-02-08 11:17:29 | INFO     | phase0 | [exp9] 900/5000 utterances extracted
2026-02-08 11:17:31 | INFO     | phase0 | [exp9] 950/5000 utterances extracted
2026-02-08 11:17:33 | INFO     | phase0 | [exp9] 1000/5000 utterances extracted
2026-02-08 11:17:36 | INFO     | phase0 | [exp9] 1050/5000 utterances extracted
2026-02-08 11:17:38 | INFO     | phase0 | [exp9] 1100/5000 utterances extracted
2026-02-08 11:17:41 | INFO     | phase0 | [exp9] 1150/5000 utterances extracted
2026-02-08 11:17:43 | INFO     | phase0 | [exp9] 1200/5000 utterances extracted
2026-02-08 11:17:46 | INFO     | phase0 | [exp9] 1250/5000 utterances extracted
2026-02-08 11:17:48 | INFO     | phase0 | [exp9] 1300/5000 utterances extracted
2026-02-08 11:17:51 | INFO     | phase0 | [exp9] 1350/5000 utterances extracted
2026-02-08 11:17:53 | INFO     | phase0 | [exp9] 1400/5000 utterances extracted
2026-02-08 11:17:56 | INFO     | phase0 | [exp9] 1450/5000 utterances extracted
2026-02-08 11:17:58 | INFO     | phase0 | [exp9] 1500/5000 utterances extracted
2026-02-08 11:18:00 | INFO     | phase0 | [exp9] 1550/5000 utterances extracted
2026-02-08 11:18:03 | INFO     | phase0 | [exp9] 1600/5000 utterances extracted
2026-02-08 11:18:05 | INFO     | phase0 | [exp9] 1650/5000 utterances extracted
2026-02-08 11:18:08 | INFO     | phase0 | [exp9] 1700/5000 utterances extracted
2026-02-08 11:18:10 | INFO     | phase0 | [exp9] 1750/5000 utterances extracted
2026-02-08 11:18:12 | INFO     | phase0 | [exp9] 1800/5000 utterances extracted
2026-02-08 11:18:15 | INFO     | phase0 | [exp9] 1850/5000 utterances extracted
2026-02-08 11:18:17 | INFO     | phase0 | [exp9] 1900/5000 utterances extracted
2026-02-08 11:18:19 | INFO     | phase0 | [exp9] 1950/5000 utterances extracted
2026-02-08 11:18:22 | INFO     | phase0 | [exp9] 2000/5000 utterances extracted
2026-02-08 11:18:24 | INFO     | phase0 | [exp9] 2050/5000 utterances extracted
2026-02-08 11:18:26 | INFO     | phase0 | [exp9] 2100/5000 utterances extracted
2026-02-08 11:18:29 | INFO     | phase0 | [exp9] 2150/5000 utterances extracted
2026-02-08 11:18:31 | INFO     | phase0 | [exp9] 2200/5000 utterances extracted
2026-02-08 11:18:34 | INFO     | phase0 | [exp9] 2250/5000 utterances extracted
2026-02-08 11:18:36 | INFO     | phase0 | [exp9] 2300/5000 utterances extracted
2026-02-08 11:18:39 | INFO     | phase0 | [exp9] 2350/5000 utterances extracted
2026-02-08 11:18:41 | INFO     | phase0 | [exp9] 2400/5000 utterances extracted
2026-02-08 11:18:44 | INFO     | phase0 | [exp9] 2450/5000 utterances extracted
2026-02-08 11:18:46 | INFO     | phase0 | [exp9] 2500/5000 utterances extracted
2026-02-08 11:18:49 | INFO     | phase0 | [exp9] 2550/5000 utterances extracted
2026-02-08 11:18:51 | INFO     | phase0 | [exp9] 2600/5000 utterances extracted
2026-02-08 11:18:53 | INFO     | phase0 | [exp9] 2650/5000 utterances extracted
2026-02-08 11:18:56 | INFO     | phase0 | [exp9] 2700/5000 utterances extracted
2026-02-08 11:18:58 | INFO     | phase0 | [exp9] 2750/5000 utterances extracted
2026-02-08 11:19:00 | INFO     | phase0 | [exp9] 2800/5000 utterances extracted
2026-02-08 11:19:03 | INFO     | phase0 | [exp9] 2850/5000 utterances extracted
2026-02-08 11:19:05 | INFO     | phase0 | [exp9] 2900/5000 utterances extracted
2026-02-08 11:19:08 | INFO     | phase0 | [exp9] 2950/5000 utterances extracted
2026-02-08 11:19:10 | INFO     | phase0 | [exp9] 3000/5000 utterances extracted
2026-02-08 11:19:13 | INFO     | phase0 | [exp9] 3050/5000 utterances extracted
2026-02-08 11:19:15 | INFO     | phase0 | [exp9] 3100/5000 utterances extracted
2026-02-08 11:19:17 | INFO     | phase0 | [exp9] 3150/5000 utterances extracted
2026-02-08 11:19:20 | INFO     | phase0 | [exp9] 3200/5000 utterances extracted
2026-02-08 11:19:22 | INFO     | phase0 | [exp9] 3250/5000 utterances extracted
2026-02-08 11:19:25 | INFO     | phase0 | [exp9] 3300/5000 utterances extracted
2026-02-08 11:19:27 | INFO     | phase0 | [exp9] 3350/5000 utterances extracted
2026-02-08 11:19:30 | INFO     | phase0 | [exp9] 3400/5000 utterances extracted
2026-02-08 11:19:32 | INFO     | phase0 | [exp9] 3450/5000 utterances extracted
2026-02-08 11:19:35 | INFO     | phase0 | [exp9] 3500/5000 utterances extracted
2026-02-08 11:19:37 | INFO     | phase0 | [exp9] 3550/5000 utterances extracted
2026-02-08 11:19:40 | INFO     | phase0 | [exp9] 3600/5000 utterances extracted
2026-02-08 11:19:42 | INFO     | phase0 | [exp9] 3650/5000 utterances extracted
2026-02-08 11:19:45 | INFO     | phase0 | [exp9] 3700/5000 utterances extracted
2026-02-08 11:19:47 | INFO     | phase0 | [exp9] 3750/5000 utterances extracted
2026-02-08 11:19:49 | INFO     | phase0 | [exp9] 3800/5000 utterances extracted
2026-02-08 11:19:52 | INFO     | phase0 | [exp9] 3850/5000 utterances extracted
2026-02-08 11:19:54 | INFO     | phase0 | [exp9] 3900/5000 utterances extracted
2026-02-08 11:19:57 | INFO     | phase0 | [exp9] 3950/5000 utterances extracted
2026-02-08 11:19:59 | INFO     | phase0 | [exp9] 4000/5000 utterances extracted
2026-02-08 11:20:01 | INFO     | phase0 | [exp9] 4050/5000 utterances extracted
2026-02-08 11:20:04 | INFO     | phase0 | [exp9] 4100/5000 utterances extracted
2026-02-08 11:20:06 | INFO     | phase0 | [exp9] 4150/5000 utterances extracted
2026-02-08 11:20:08 | INFO     | phase0 | [exp9] 4200/5000 utterances extracted
2026-02-08 11:20:11 | INFO     | phase0 | [exp9] 4250/5000 utterances extracted
2026-02-08 11:20:13 | INFO     | phase0 | [exp9] 4300/5000 utterances extracted
2026-02-08 11:20:16 | INFO     | phase0 | [exp9] 4350/5000 utterances extracted
2026-02-08 11:20:18 | INFO     | phase0 | [exp9] 4400/5000 utterances extracted
2026-02-08 11:20:21 | INFO     | phase0 | [exp9] 4450/5000 utterances extracted
2026-02-08 11:20:23 | INFO     | phase0 | [exp9] 4500/5000 utterances extracted
2026-02-08 11:20:25 | INFO     | phase0 | [exp9] 4550/5000 utterances extracted
2026-02-08 11:20:28 | INFO     | phase0 | [exp9] 4600/5000 utterances extracted
2026-02-08 11:20:30 | INFO     | phase0 | [exp9] 4650/5000 utterances extracted
2026-02-08 11:20:33 | INFO     | phase0 | [exp9] 4700/5000 utterances extracted
2026-02-08 11:20:35 | INFO     | phase0 | [exp9] 4750/5000 utterances extracted
2026-02-08 11:20:37 | INFO     | phase0 | [exp9] 4800/5000 utterances extracted
2026-02-08 11:20:40 | INFO     | phase0 | [exp9] 4850/5000 utterances extracted
2026-02-08 11:20:42 | INFO     | phase0 | [exp9] 4900/5000 utterances extracted
2026-02-08 11:20:45 | INFO     | phase0 | [exp9] 4950/5000 utterances extracted
2026-02-08 11:20:47 | INFO     | phase0 | [exp9] 5000/5000 utterances extracted
2026-02-08 11:20:47 | INFO     | phase0 | [exp9] Done. 5000 utterances -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/latents.zarr
2026-02-08 11:20:53 | INFO     | phase0 | [vae_extract] Built frames index: 747279 frames -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/phase0_frames.parquet
2026-02-08 11:20:53 | INFO     | phase0 | [exp9] Phase 1 diagnostic battery...
2026-02-08 11:20:59 | INFO     | phase0 | [phase1] model=mdn k=1 slice=all device=cuda batch=256 steps=15000
2026-02-08 11:21:01 | INFO     | phase0 | [phase1] k=1 step=200/15000 train_nll=5593.0034
2026-02-08 11:21:03 | INFO     | phase0 | [phase1] k=1 step=400/15000 train_nll=-95.9247
2026-02-08 11:21:04 | INFO     | phase0 | [phase1] k=1 step=600/15000 train_nll=-118.7738
2026-02-08 11:21:05 | INFO     | phase0 | [phase1] k=1 step=800/15000 train_nll=-115.2470
2026-02-08 11:21:07 | INFO     | phase0 | [phase1] k=1 step=1000/15000 train_nll=-120.5104
2026-02-08 11:21:08 | INFO     | phase0 | [phase1] k=1 step=1200/15000 train_nll=-128.4065
2026-02-08 11:21:10 | INFO     | phase0 | [phase1] k=1 step=1400/15000 train_nll=-125.3028
2026-02-08 11:21:11 | INFO     | phase0 | [phase1] k=1 step=1600/15000 train_nll=-138.9316
2026-02-08 11:21:13 | INFO     | phase0 | [phase1] k=1 step=1800/15000 train_nll=-137.5377
2026-02-08 11:21:14 | INFO     | phase0 | [phase1] k=1 step=2000/15000 train_nll=-141.3496
2026-02-08 11:21:21 | INFO     | phase0 | [phase1] k=1 step=2000 eval_dnll=54.8754 nll=-136.7668 baseline=-191.6421
2026-02-08 11:21:22 | INFO     | phase0 | [phase1] k=1 step=2200/15000 train_nll=-149.5320
2026-02-08 11:21:24 | INFO     | phase0 | [phase1] k=1 step=2400/15000 train_nll=-147.2028
2026-02-08 11:21:25 | INFO     | phase0 | [phase1] k=1 step=2600/15000 train_nll=-157.7416
2026-02-08 11:21:27 | INFO     | phase0 | [phase1] k=1 step=2800/15000 train_nll=-149.3763
2026-02-08 11:21:28 | INFO     | phase0 | [phase1] k=1 step=3000/15000 train_nll=-144.0491
2026-02-08 11:21:30 | INFO     | phase0 | [phase1] k=1 step=3200/15000 train_nll=-154.6209
2026-02-08 11:21:31 | INFO     | phase0 | [phase1] k=1 step=3400/15000 train_nll=-124.8410
2026-02-08 11:21:33 | INFO     | phase0 | [phase1] k=1 step=3600/15000 train_nll=-82.4441
2026-02-08 11:21:34 | INFO     | phase0 | [phase1] k=1 step=3800/15000 train_nll=-126.4775
2026-02-08 11:21:35 | INFO     | phase0 | [phase1] k=1 step=4000/15000 train_nll=-138.6015
2026-02-08 11:21:42 | INFO     | phase0 | [phase1] k=1 step=4000 eval_dnll=54.2227 nll=-137.4195 baseline=-191.6421
2026-02-08 11:21:44 | INFO     | phase0 | [phase1] k=1 step=4200/15000 train_nll=-145.3358
2026-02-08 11:21:45 | INFO     | phase0 | [phase1] k=1 step=4400/15000 train_nll=-144.0768
2026-02-08 11:21:47 | INFO     | phase0 | [phase1] k=1 step=4600/15000 train_nll=-141.6330
2026-02-08 11:21:48 | INFO     | phase0 | [phase1] k=1 step=4800/15000 train_nll=-147.6804
2026-02-08 11:21:49 | INFO     | phase0 | [phase1] k=1 step=5000/15000 train_nll=-145.1470
2026-02-08 11:21:51 | INFO     | phase0 | [phase1] k=1 step=5200/15000 train_nll=-153.2820
2026-02-08 11:21:52 | INFO     | phase0 | [phase1] k=1 step=5400/15000 train_nll=-152.8321
2026-02-08 11:21:54 | INFO     | phase0 | [phase1] k=1 step=5600/15000 train_nll=-161.8140
2026-02-08 11:21:55 | INFO     | phase0 | [phase1] k=1 step=5800/15000 train_nll=-159.1234
2026-02-08 11:21:56 | INFO     | phase0 | [phase1] k=1 step=6000/15000 train_nll=-152.0913
2026-02-08 11:22:03 | INFO     | phase0 | [phase1] k=1 step=6000 eval_dnll=22.4834 nll=-169.1588 baseline=-191.6421
2026-02-08 11:22:05 | INFO     | phase0 | [phase1] k=1 step=6200/15000 train_nll=-164.3456
2026-02-08 11:22:06 | INFO     | phase0 | [phase1] k=1 step=6400/15000 train_nll=-161.4916
2026-02-08 11:22:08 | INFO     | phase0 | [phase1] k=1 step=6600/15000 train_nll=-143.8678
2026-02-08 11:22:09 | INFO     | phase0 | [phase1] k=1 step=6800/15000 train_nll=-161.1111
2026-02-08 11:22:10 | INFO     | phase0 | [phase1] k=1 step=7000/15000 train_nll=-164.0822
2026-02-08 11:22:12 | INFO     | phase0 | [phase1] k=1 step=7200/15000 train_nll=-173.9104
2026-02-08 11:22:13 | INFO     | phase0 | [phase1] k=1 step=7400/15000 train_nll=-161.5202
2026-02-08 11:22:15 | INFO     | phase0 | [phase1] k=1 step=7600/15000 train_nll=-157.3706
2026-02-08 11:22:16 | INFO     | phase0 | [phase1] k=1 step=7800/15000 train_nll=-179.7569
2026-02-08 11:22:18 | INFO     | phase0 | [phase1] k=1 step=8000/15000 train_nll=-179.2452
2026-02-08 11:22:24 | INFO     | phase0 | [phase1] k=1 step=8000 eval_dnll=19.3099 nll=-172.3322 baseline=-191.6421
2026-02-08 11:22:26 | INFO     | phase0 | [phase1] k=1 step=8200/15000 train_nll=-127.1733
2026-02-08 11:22:27 | INFO     | phase0 | [phase1] k=1 step=8400/15000 train_nll=-135.6645
2026-02-08 11:22:29 | INFO     | phase0 | [phase1] k=1 step=8600/15000 train_nll=-135.0370
2026-02-08 11:22:30 | INFO     | phase0 | [phase1] k=1 step=8800/15000 train_nll=-152.9385
2026-02-08 11:22:32 | INFO     | phase0 | [phase1] k=1 step=9000/15000 train_nll=-152.9873
2026-02-08 11:22:33 | INFO     | phase0 | [phase1] k=1 step=9200/15000 train_nll=-165.9912
2026-02-08 11:22:35 | INFO     | phase0 | [phase1] k=1 step=9400/15000 train_nll=-158.6419
2026-02-08 11:22:36 | INFO     | phase0 | [phase1] k=1 step=9600/15000 train_nll=-162.4019
2026-02-08 11:22:38 | INFO     | phase0 | [phase1] k=1 step=9800/15000 train_nll=-162.3837
2026-02-08 11:22:39 | INFO     | phase0 | [phase1] k=1 step=10000/15000 train_nll=-161.4142
2026-02-08 11:22:46 | INFO     | phase0 | [phase1] k=1 step=10000 eval_dnll=34.2013 nll=-157.4409 baseline=-191.6421
2026-02-08 11:22:48 | INFO     | phase0 | [phase1] k=1 step=10200/15000 train_nll=-161.9770
2026-02-08 11:22:49 | INFO     | phase0 | [phase1] k=1 step=10400/15000 train_nll=-173.0092
2026-02-08 11:22:51 | INFO     | phase0 | [phase1] k=1 step=10600/15000 train_nll=-177.2699
2026-02-08 11:22:52 | INFO     | phase0 | [phase1] k=1 step=10800/15000 train_nll=-180.0513
2026-02-08 11:22:53 | INFO     | phase0 | [phase1] k=1 step=11000/15000 train_nll=-172.6445
2026-02-08 11:22:55 | INFO     | phase0 | [phase1] k=1 step=11200/15000 train_nll=-173.2546
2026-02-08 11:22:56 | INFO     | phase0 | [phase1] k=1 step=11400/15000 train_nll=-180.5018
2026-02-08 11:22:58 | INFO     | phase0 | [phase1] k=1 step=11600/15000 train_nll=-178.0833
2026-02-08 11:22:59 | INFO     | phase0 | [phase1] k=1 step=11800/15000 train_nll=-170.9695
2026-02-08 11:23:01 | INFO     | phase0 | [phase1] k=1 step=12000/15000 train_nll=-159.4655
2026-02-08 11:23:07 | INFO     | phase0 | [phase1] k=1 step=12000 eval_dnll=22.1094 nll=-169.5328 baseline=-191.6421
2026-02-08 11:23:09 | INFO     | phase0 | [phase1] k=1 step=12200/15000 train_nll=-170.8770
2026-02-08 11:23:10 | INFO     | phase0 | [phase1] k=1 step=12400/15000 train_nll=-184.5023
2026-02-08 11:23:12 | INFO     | phase0 | [phase1] k=1 step=12600/15000 train_nll=-180.9390
2026-02-08 11:23:13 | INFO     | phase0 | [phase1] k=1 step=12800/15000 train_nll=-187.4143
2026-02-08 11:23:15 | INFO     | phase0 | [phase1] k=1 step=13000/15000 train_nll=-187.5429
2026-02-08 11:23:16 | INFO     | phase0 | [phase1] k=1 step=13200/15000 train_nll=-187.7720
2026-02-08 11:23:18 | INFO     | phase0 | [phase1] k=1 step=13400/15000 train_nll=-185.2769
2026-02-08 11:23:19 | INFO     | phase0 | [phase1] k=1 step=13600/15000 train_nll=-173.0955
2026-02-08 11:23:21 | INFO     | phase0 | [phase1] k=1 step=13800/15000 train_nll=-184.4694
2026-02-08 11:23:22 | INFO     | phase0 | [phase1] k=1 step=14000/15000 train_nll=-188.2083
2026-02-08 11:23:29 | INFO     | phase0 | [phase1] k=1 step=14000 eval_dnll=5.5226 nll=-186.1196 baseline=-191.6421
2026-02-08 11:23:30 | INFO     | phase0 | [phase1] k=1 step=14200/15000 train_nll=-190.0527
2026-02-08 11:23:32 | INFO     | phase0 | [phase1] k=1 step=14400/15000 train_nll=-185.6114
2026-02-08 11:23:33 | INFO     | phase0 | [phase1] k=1 step=14600/15000 train_nll=-185.3673
2026-02-08 11:23:35 | INFO     | phase0 | [phase1] k=1 step=14800/15000 train_nll=-190.8854
2026-02-08 11:23:36 | INFO     | phase0 | [phase1] k=1 step=15000/15000 train_nll=-185.8775
2026-02-08 11:23:48 | INFO     | phase0 | [phase1-rollout] k=1 teacher_nll=-187.2707 rollout_nll=2911257728441.7617 gap=2911257728629.0322
2026-02-08 11:23:55 | INFO     | phase0 | [phase1] model=mdn k=2 slice=all device=cuda batch=256 steps=15000
2026-02-08 11:23:57 | INFO     | phase0 | [phase1] k=2 step=200/15000 train_nll=5593.0034
2026-02-08 11:23:58 | INFO     | phase0 | [phase1] k=2 step=400/15000 train_nll=-95.9247
2026-02-08 11:24:00 | INFO     | phase0 | [phase1] k=2 step=600/15000 train_nll=-118.7738
2026-02-08 11:24:01 | INFO     | phase0 | [phase1] k=2 step=800/15000 train_nll=-115.2470
2026-02-08 11:24:03 | INFO     | phase0 | [phase1] k=2 step=1000/15000 train_nll=-120.5104
2026-02-08 11:24:04 | INFO     | phase0 | [phase1] k=2 step=1200/15000 train_nll=-128.4065
2026-02-08 11:24:06 | INFO     | phase0 | [phase1] k=2 step=1400/15000 train_nll=-125.3028
2026-02-08 11:24:07 | INFO     | phase0 | [phase1] k=2 step=1600/15000 train_nll=-138.9316
2026-02-08 11:24:09 | INFO     | phase0 | [phase1] k=2 step=1800/15000 train_nll=-137.5377
2026-02-08 11:24:10 | INFO     | phase0 | [phase1] k=2 step=2000/15000 train_nll=-141.3496
2026-02-08 11:24:17 | INFO     | phase0 | [phase1] k=2 step=2000 eval_dnll=54.8754 nll=-136.7668 baseline=-191.6421
2026-02-08 11:24:18 | INFO     | phase0 | [phase1] k=2 step=2200/15000 train_nll=-149.5320
2026-02-08 11:24:20 | INFO     | phase0 | [phase1] k=2 step=2400/15000 train_nll=-147.2028
2026-02-08 11:24:21 | INFO     | phase0 | [phase1] k=2 step=2600/15000 train_nll=-157.7416
2026-02-08 11:24:23 | INFO     | phase0 | [phase1] k=2 step=2800/15000 train_nll=-149.3763
2026-02-08 11:24:24 | INFO     | phase0 | [phase1] k=2 step=3000/15000 train_nll=-144.0491
2026-02-08 11:24:26 | INFO     | phase0 | [phase1] k=2 step=3200/15000 train_nll=-154.6209
2026-02-08 11:24:27 | INFO     | phase0 | [phase1] k=2 step=3400/15000 train_nll=-124.8410
2026-02-08 11:24:29 | INFO     | phase0 | [phase1] k=2 step=3600/15000 train_nll=-82.4441
2026-02-08 11:24:30 | INFO     | phase0 | [phase1] k=2 step=3800/15000 train_nll=-126.4775
2026-02-08 11:24:32 | INFO     | phase0 | [phase1] k=2 step=4000/15000 train_nll=-138.6015
2026-02-08 11:24:39 | INFO     | phase0 | [phase1] k=2 step=4000 eval_dnll=54.2227 nll=-137.4195 baseline=-191.6421
2026-02-08 11:24:40 | INFO     | phase0 | [phase1] k=2 step=4200/15000 train_nll=-145.3358
2026-02-08 11:24:42 | INFO     | phase0 | [phase1] k=2 step=4400/15000 train_nll=-144.0768
2026-02-08 11:24:43 | INFO     | phase0 | [phase1] k=2 step=4600/15000 train_nll=-141.6330
2026-02-08 11:24:45 | INFO     | phase0 | [phase1] k=2 step=4800/15000 train_nll=-147.6804
2026-02-08 11:24:46 | INFO     | phase0 | [phase1] k=2 step=5000/15000 train_nll=-145.1470
2026-02-08 11:24:48 | INFO     | phase0 | [phase1] k=2 step=5200/15000 train_nll=-153.2820
2026-02-08 11:24:50 | INFO     | phase0 | [phase1] k=2 step=5400/15000 train_nll=-152.8321
2026-02-08 11:24:51 | INFO     | phase0 | [phase1] k=2 step=5600/15000 train_nll=-161.8140
2026-02-08 11:24:53 | INFO     | phase0 | [phase1] k=2 step=5800/15000 train_nll=-159.1234
2026-02-08 11:24:54 | INFO     | phase0 | [phase1] k=2 step=6000/15000 train_nll=-152.0913
2026-02-08 11:25:01 | INFO     | phase0 | [phase1] k=2 step=6000 eval_dnll=22.4834 nll=-169.1588 baseline=-191.6421
2026-02-08 11:25:03 | INFO     | phase0 | [phase1] k=2 step=6200/15000 train_nll=-164.3456
2026-02-08 11:25:04 | INFO     | phase0 | [phase1] k=2 step=6400/15000 train_nll=-161.4916
2026-02-08 11:25:06 | INFO     | phase0 | [phase1] k=2 step=6600/15000 train_nll=-143.8678
2026-02-08 11:25:07 | INFO     | phase0 | [phase1] k=2 step=6800/15000 train_nll=-161.1111
